-15.0161
 -13.0276
 -11.0066
 -9.0274
 -7.0263
 -5.0078
 -2.9767
 -0.9739
 15.0027
 13.0140
 11.0273
 9.0134
 6.9769
 4.9935
 2.9981
 0.9954
